row_index,status,n_opening_models,unique_winner,conversation_type
702,ok,4,True,values guided
703,ok,4,True,unguided
704,ok,4,True,values guided
705,ok,4,False,unguided
706,ok,4,True,controversy guided
707,ok,3,True,controversy guided
708,ok,4,True,values guided
709,ok,4,True,controversy guided
710,ok,4,False,unguided
711,ok,4,True,controversy guided
712,ok,2,True,unguided
713,ok,4,True,controversy guided
714,ok,4,True,controversy guided
715,ok,4,True,unguided
716,ok,3,True,values guided
717,ok,4,True,unguided
718,ok,4,True,values guided
719,ok,4,True,unguided
720,ok,4,False,controversy guided
721,ok,4,True,unguided
722,ok,4,True,controversy guided
723,ok,2,True,values guided
724,ok,4,True,values guided
725,ok,4,True,controversy guided
726,ok,4,True,values guided
727,ok,4,True,values guided
728,ok,4,True,unguided
729,ok,4,True,unguided
730,ok,4,True,controversy guided
731,ok,4,True,values guided
732,ok,4,True,values guided
733,ok,4,True,unguided
734,ok,4,True,values guided
735,ok,4,True,controversy guided
736,ok,4,True,controversy guided
737,ok,4,True,unguided
738,ok,4,False,unguided
739,ok,4,True,values guided
740,ok,4,True,unguided
741,ok,4,True,unguided
742,ok,4,True,values guided
743,ok,4,True,controversy guided
744,ok,4,True,unguided
745,ok,4,True,unguided
746,ok,3,True,controversy guided
747,ok,4,True,controversy guided
748,ok,4,True,unguided
749,ok,4,True,values guided
750,ok,4,True,values guided
751,ok,3,True,unguided
752,ok,4,True,values guided
753,ok,4,True,unguided
754,ok,3,True,controversy guided
755,ok,3,True,unguided
756,ok,4,True,controversy guided
757,ok,4,True,values guided
758,ok,4,True,values guided
759,ok,4,True,unguided
760,ok,2,True,values guided
761,ok,4,True,controversy guided
762,ok,4,True,values guided
763,ok,4,True,values guided
764,ok,4,True,values guided
765,ok,4,True,controversy guided
766,ok,4,False,values guided
767,ok,4,False,unguided
768,ok,4,True,controversy guided
769,ok,4,True,controversy guided
770,ok,4,True,controversy guided
771,ok,4,True,controversy guided
772,ok,4,True,controversy guided
773,ok,4,True,values guided
774,ok,4,True,unguided
775,ok,4,True,controversy guided
776,ok,3,True,values guided
777,ok,2,True,controversy guided
778,ok,4,True,values guided
779,ok,4,True,controversy guided
780,ok,4,True,values guided
781,ok,4,True,controversy guided
782,ok,4,True,controversy guided
783,ok,4,True,unguided
784,ok,4,True,controversy guided
785,ok,4,True,values guided
786,ok,4,True,unguided
787,ok,4,True,unguided
788,ok,4,True,values guided
789,ok,4,True,values guided
790,ok,4,True,values guided
791,ok,3,True,controversy guided
792,ok,4,True,controversy guided
793,ok,4,True,unguided
794,ok,4,True,unguided
795,ok,4,True,controversy guided
796,ok,4,True,unguided
797,ok,4,True,values guided
798,ok,3,True,unguided
799,ok,4,True,values guided
800,ok,4,True,unguided
801,ok,4,True,unguided
802,ok,3,True,values guided
803,ok,4,True,controversy guided
804,ok,2,True,controversy guided
805,ok,4,True,values guided
806,ok,4,True,controversy guided
807,ok,4,True,unguided
808,ok,4,True,values guided
809,ok,4,True,controversy guided
810,ok,4,True,unguided
811,ok,2,True,values guided
812,ok,3,True,values guided
813,ok,4,True,controversy guided
814,ok,4,True,values guided
815,ok,4,True,values guided
816,ok,4,True,controversy guided
817,ok,3,True,controversy guided
818,ok,4,True,unguided
819,ok,4,True,controversy guided
820,ok,4,True,controversy guided
821,ok,4,True,controversy guided
822,ok,4,True,values guided
823,ok,4,True,controversy guided
824,ok,3,True,controversy guided
825,too_few_models,1,,
826,ok,4,True,controversy guided
827,ok,4,True,values guided
828,ok,4,True,controversy guided
829,ok,4,True,unguided
830,ok,4,True,unguided
831,ok,4,True,unguided
832,ok,4,True,unguided
833,ok,4,True,controversy guided
834,ok,4,True,unguided
835,ok,4,True,controversy guided
836,ok,4,True,controversy guided
837,ok,4,True,unguided
838,ok,4,True,controversy guided
839,ok,4,True,unguided
840,ok,4,True,controversy guided
841,ok,4,True,unguided
842,ok,4,True,values guided
843,ok,3,True,controversy guided
844,ok,4,False,controversy guided
845,ok,4,True,values guided
846,ok,4,True,values guided
847,ok,4,True,controversy guided
848,ok,4,True,values guided
849,ok,4,True,values guided
850,ok,4,True,controversy guided
851,ok,4,True,unguided
852,ok,3,True,controversy guided
853,ok,3,True,values guided
854,ok,4,True,controversy guided
855,ok,4,True,values guided
856,ok,4,True,controversy guided
857,ok,4,True,values guided
858,ok,4,True,values guided
859,ok,4,True,values guided
860,ok,4,True,controversy guided
861,ok,4,True,unguided
862,ok,3,True,controversy guided
863,ok,4,True,controversy guided
864,ok,4,True,controversy guided
865,ok,4,True,unguided
866,ok,4,True,values guided
867,ok,4,True,controversy guided
868,ok,4,True,unguided
869,ok,4,True,controversy guided
870,ok,4,True,values guided
871,ok,4,True,values guided
872,ok,4,True,unguided
873,ok,4,True,controversy guided
874,ok,4,True,controversy guided
875,ok,4,True,unguided
876,ok,3,True,unguided
877,ok,4,True,controversy guided
878,ok,3,True,controversy guided
879,ok,4,True,unguided
880,ok,4,True,controversy guided
881,too_few_models,1,,
882,ok,4,True,values guided
883,ok,4,True,controversy guided
884,ok,4,True,values guided
885,ok,4,True,controversy guided
886,ok,4,True,values guided
887,ok,4,True,unguided
888,ok,4,True,unguided
889,ok,4,True,values guided
890,ok,4,True,controversy guided
891,ok,3,True,values guided
892,ok,3,True,controversy guided
893,ok,3,True,unguided
894,ok,4,True,controversy guided
895,ok,4,True,unguided
896,ok,4,True,controversy guided
897,ok,4,True,values guided
898,ok,4,True,values guided
899,ok,4,True,controversy guided
900,ok,4,True,unguided
901,ok,4,True,values guided
902,ok,4,False,unguided
903,ok,3,True,unguided
904,ok,4,True,unguided
905,ok,4,True,unguided
906,ok,4,True,values guided
907,ok,3,True,values guided
908,ok,4,True,controversy guided
909,ok,4,True,controversy guided
910,ok,4,True,controversy guided
911,ok,4,True,unguided
912,ok,4,True,unguided
913,ok,4,False,controversy guided
914,ok,4,True,values guided
915,ok,3,True,values guided
916,ok,3,True,unguided
917,ok,4,True,controversy guided
918,ok,4,True,values guided
919,ok,4,True,unguided
920,ok,4,True,unguided
921,ok,4,True,unguided
922,ok,3,True,unguided
923,ok,4,True,controversy guided
924,ok,4,True,unguided
925,ok,4,True,values guided
926,ok,4,True,controversy guided
927,ok,4,True,values guided
928,ok,4,True,unguided
929,ok,4,True,controversy guided
930,ok,4,True,values guided
931,ok,4,True,unguided
932,ok,4,True,values guided
933,ok,4,True,values guided
934,ok,4,True,unguided
935,ok,4,True,unguided
936,ok,4,True,controversy guided
937,ok,3,True,values guided
938,ok,4,True,values guided
939,ok,4,True,controversy guided
940,ok,4,True,controversy guided
941,ok,4,True,controversy guided
942,ok,4,True,controversy guided
943,ok,4,True,values guided
944,ok,4,True,values guided
945,ok,4,False,controversy guided
946,ok,4,False,unguided
947,ok,4,True,controversy guided
948,ok,4,True,controversy guided
949,ok,3,True,values guided
950,ok,3,True,unguided
951,ok,4,True,unguided
952,ok,4,True,unguided
953,ok,4,True,controversy guided
954,ok,4,True,unguided
955,ok,4,True,unguided
956,ok,4,False,unguided
957,ok,3,True,values guided
958,ok,4,True,values guided
959,ok,3,True,unguided
960,ok,4,True,controversy guided
961,ok,4,True,values guided
962,ok,4,True,controversy guided
963,ok,4,True,controversy guided
964,ok,4,True,controversy guided
965,ok,4,True,unguided
966,ok,4,True,values guided
967,ok,4,True,unguided
968,ok,4,True,unguided
969,ok,3,True,values guided
970,ok,3,True,values guided
971,ok,4,True,controversy guided
972,ok,4,True,controversy guided
973,ok,4,True,unguided
974,ok,4,True,unguided
975,ok,3,True,unguided
976,ok,4,True,values guided
977,ok,4,False,values guided
978,ok,4,True,controversy guided
979,ok,4,True,unguided
980,ok,4,True,unguided
981,ok,4,False,controversy guided
982,ok,3,True,controversy guided
983,ok,4,True,values guided
984,ok,4,True,unguided
985,ok,4,True,controversy guided
986,ok,4,True,controversy guided
987,ok,4,False,unguided
988,ok,4,True,unguided
989,ok,4,False,unguided
990,ok,4,True,unguided
991,ok,4,True,unguided
992,ok,4,True,unguided
993,ok,3,False,unguided
994,ok,4,False,unguided
995,ok,4,True,controversy guided
996,ok,4,True,values guided
997,ok,4,True,unguided
998,ok,4,True,controversy guided
999,ok,4,False,unguided
1000,ok,4,False,unguided
1001,ok,3,True,unguided
1002,ok,4,True,controversy guided
1003,ok,3,True,values guided
1004,ok,4,True,controversy guided
1005,ok,4,False,controversy guided
1006,ok,4,False,unguided
1007,ok,4,True,controversy guided
1008,ok,2,True,values guided
1009,ok,4,True,unguided
1010,ok,2,True,unguided
1011,ok,4,True,unguided
1012,ok,4,True,controversy guided
1013,ok,4,True,unguided
1014,ok,3,True,controversy guided
1015,ok,4,True,values guided
1016,ok,4,True,controversy guided
1017,ok,4,False,values guided
1018,ok,3,True,controversy guided
1019,ok,4,True,unguided
1020,ok,4,True,unguided
1021,ok,4,True,values guided
